respid,sample,comp,int_date,lang,cregion,state,density,usr,qs1,sex,eminuse,intmob,intfreq,home4nw,bbhome1,bbhome2,device1a,smart2,snsint2,device1b,device1c,device1d,web1a,web1b,web1c,web1d,web1e,web1f,web1g,web1h,sns2a,sns2b,sns2c,sns2d,sns2e,pial5a,pial5b,pial5c,pial5d,pial11,pial11a,pial11ao@,pial11_igbm,pial12,books1,books2a,books2b,books2c,age,marital,educ2,emplnw,hisp,racem1,racem2,racem3,racem4,racecmb,birth_hisp,inc,party,partyln,hh1,hh3,ql1,ql1a,qc1,weight,cellweight
100574,2,1,180104,1,3,24,4,S,2,2,1,1,2,1,2, , ,1,1,1,1,1,1,1,1,2,1,2,1,2,5,1,1, ,5,3,1,1,2,2,1,people have forgotten how to interact face to face,4,2,10,1,2,1,42,1,6,2,2,1, , , ,1, ,8,9,9,4,2, , ,2,1.1713816,0.8392105
100575,2,1,180104,1,2,39,4,U,2,2,1,1,1,2, , , ,1,1,1,2,1,2,1,1,2,1,2,2,2, ,1,1, ,1,1,1,1,2,1,1,BECAUSE I CAN GOOGLE DIRECTIONS TO SOMEWHERE I DONT KNOW WHERE TO GO ITS VERY GOOD AND IT HELPED ME FIND MY SISTER AND BROTHER,1,1,0, , , ,38,6,2,4,2,2, , , ,2, ,1,2, ,2,2, , ,2,2.112972,1.5335546
100576,2,1,180104,1,3,45,2,R,2,1,1,1,1,1,2, , ,1,1,1,1,2,2,2,1,2,1,2,1,1, , ,3, ,4,1,1,1,2,1,1,it provides a channel of information for anyone at anytime,1,1,7,1,1,1,68,1,8,3,2,1, , , ,1, ,7,2, ,2,2, , ,2,0.5235846,0.6040223
100577,2,1,180104,1,1,42,1,R,2,2,1,1,2,1,2, , ,2,1,1,1,2,2,2,1,2,1,2,1,2, , ,1, ,5,2,1,1,2,1,1,it makes the world a smaller place you can be more aware of what's happening,2,1,4,1,2,2,57,1,7,2,2,1, , , ,1, ,99,2, ,2,2, , ,1,0.6709005,0.9965017
100580,2,1,180104,1,3,51,3,S,2,1,1,1,1,1,2, , ,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,2,3,2,2,1,1,3,1,1,Access to information and knowledge,1,1,10,2,1,1,38,1,3,1,2,1, , , ,1, ,8,1, ,5,2, , ,2,2.0941079,1.6534813
100582,2,1,180104,1,3,47,1,R,2,1,1,1,2,1,2, , ,1,2,1,1,2,2,2,1,2,1,8,2,2, , ,5, ,3,1,2,1, ,1,1,Information is available for everybody without restriction,1,1,15,1,2,2,67,1,7,3,2,1, , , ,1, ,7,3,1,2,2, , ,1,0.4045109,0.6019972
100583,2,1,180104,1,2,39,5,U,2,2,1,1,1,1,2, , ,1,1,1,2,2,1,1,1,1,1,2,1,1,3,1,1,2,1,2,1,1,1,1,1,"people can research, find info quickly, not bias, draw your own conclusions",1,1,24,1,1,1,47,3,6,1,2,2, , , ,2, ,5,2, ,1, , , ,2,0.9676972,0.709768
100584,2,1,180104,1,2,26,1,S,2,1,1,1,5,2, , , ,1,1,2,1,2,2,1,1,1,1,2,2,2, ,2,1,1,3,6,2,6,3,3, , ,9,1,15,1,1,2,28,1,3,1,2,1, , , ,1, ,6,4,1,4,1, , ,2,1.210429,1.1243724
100588,2,1,180104,1,3,13,2,S,2,2,1,1,2,1,2, , ,1,1,2,1,1,2,2,1,2,1,2,1,2, , ,3, ,3,1,1,2,2,1,1,JUST MORE PEOPLE INTERATING AND MORE INFORMATION AND ITS HANDY,2,1,0, , , ,66,2,3,3,2,1, , , ,1, ,6,1, ,5,4, , ,1,1.1170992,2.0428872
100590,2,1,180106,1,3,37,4, ,2,2,1,1,2,1,2, , ,1,1,2,1,2,2,1,1,1,1,2,1,1, ,1,1,1,3,1,1,1,1,1,1,communication,2,1,3,1,2,2,26,2,6,1,1,1, , , ,1,3,1,3,2,1, , , ,2,0.6783812,0.435475
100595,2,1,180104,1,1,42,4,S,2,2,1,1,2,1,2, , ,1,1,1,1,2,2,2,1,2,2,2,2,2, , ,2, , ,1,1,1,3,1,1,It give an alternative way to communicate,2,1,12,1,2,2,60,3,7,2,2,1, , , ,1, ,4,3,2,2,2, , ,2,0.794138,0.7963375
100596,2,1,180104,1,3,10,2,R,2,1,2,1,3,2, , , ,2,2,8,8,1,2,2,2,2,2,8,2,8, , , , , ,2,2,4, ,2,1,fake news,3,3,0, , , ,77,1,3,3,2,1, , , ,1, ,2,1, ,2,2, , ,1,1.096205,1.8103854
100598,2,1,180104,1,3,12,4,S,2,1,1,1,1,1,2, , ,1,1,1,1,1,1,2,1,2,1,1,2,1,3, ,5, ,2,2,1,1,4,1,1,its a lot easier for people to communciate in general and consumption of media and marketing,2,1,3,1,1,2,20,6,6,8,2,2, , , ,2, ,1,4,9,1, , , ,2,0.4723834,0.4333029
100599,2,1,180104,2,3,51,1, ,2,1,1,1,2,2, , , ,1,1,2,2,2,2,2,1,2,1,1,2,2, , ,2, ,3,2,1,4,2,2,1,muchas veces el internet atrai problemas,9,1,0, , , ,37,3,2,1,1,7, , , ,5,3,3,3,2,2,2, , ,2,1.071434,0.7343461
100600,2,1,180107,1,3,12,3,S,2,1,2,2, , , , , ,1,2,2,2,2,2,2,2,2,1,1,2,2, , , , ,3,1,1, , ,3, , ,9, ,98,1,2,2,38,2,3,4,2,2, , , ,2, ,2,4,2,3,2, , ,2,1.7765066,1.1726452
100602,2,1,180104,1,3,24,2,R,2,1,2,1,5,2, , , ,1,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,4,4,4, ,8, , ,9,3,30,1,2,2,56,1,4,3,2,9, , , ,9, ,99,1, ,3,3, , ,2,0.9499623,0.7673988
100604,2,1,180107,1,3,37,2,S,2,2,1,1,1,1,2, , ,1,2,1,1,2,2,2,2,2,2,2,2,2, , , , , ,1,1,1, ,1,1,faster communication,2,1,25,1,2,2,66,1,8,1,2,1, , , ,1, ,7,3,9,2,2, , ,2,0.5277456,0.7318118
100605,2,1,180104,1,3,51,3,S,2,2,1,1,2,1,2, , ,1,1,1,1,2,2,1,1,2,1,1,2,1, ,2,3, ,3,4,1,1,3,1,1,access to information,1,1,24,1,2,1,36,1,8,1,2,1, , , ,1, ,8,3,1,2,2, , ,2,1.333892,1.066185
100606,2,1,180104,1,3,13,1,S,2,1,1,1,3,1,2, , ,2,2,1,1,2,2,2,1,2,2,2,2,2, , ,3, , ,2,1,2, ,1,1,Access to information,1,1,7,1,2,2,60,1,3,1,2,1, , , ,1, ,5,3,1,2,2, , ,1,1.1501204,1.5898435
100607,2,1,180104,1,1,36,4,S,2,1,1,1,5,2, , , ,1,1,1,1,1,2,1,1,1,1,2,2,2, ,5,5,5,5,4,4,4,4,1,1,for self education,1,1,50,1,2,2,20,6,6,4,1,7, , , ,5,2,9,1, ,2,2, , ,1,0.4186928,0.4333029
100608,2,1,180104,1,1,36,5,U,2,1,1,1,3,1,2, , ,1,2,1,1,1,2,2,2,2,1,2,2,1, , , , ,2,3,4,3, ,3, , ,9,1,5,2,1,1,53,6,3,4,2,5, , , ,5, ,1,3,1,1, , , ,2,1.3829573,1.4529671
100609,2,1,180104,1,4,32,2,S,2,1,1,1,1,1,2, , ,1,1,1,2,2,1,2,1,2,1,2,2,2,1, ,1, ,3,3,1,1,3,1,1,able to access information that internet provides,1,1,4,1,2,2,46,2,4,1,2,2, , , ,2, ,6,4,2,4,3, , ,2,1.2065873,0.9853195
100610,2,1,180104,1,1,36,5,U,2,1,1,1,4,2, , , ,1,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,4,1,4, ,3, , ,9,1,2,8,2,2,53,6,3,5,2,2, , , ,2, ,2,8,8,1, , , ,2,1.0743925,0.9589329
100611,2,1,180104,1,3,10,2,R,2,1,1,2,4,1,2, , ,2,2,2,1,2,2,2,1,2,1,2,2,2, , ,4, ,4,1,2,2, ,1,1,information and communications,1,1,3,1,2,2,74,1,8,1,1,1, , , ,1,3,7,1, ,1, , , ,1,0.3761749,0.4333029
100612,2,1,180104,1,4,6,1,R,2,1,1,2,2,1,1,1, ,2,1,2,1,2,2,2,1,2,1,2,2,2, , ,1, ,4,2,4,4,4,1,1,"Get to stay in touch with people online, and buy things online as well",2,1,1,1,2,2,32,6,3,4,2,1, , , ,1, ,98,4,8,3,2, , ,1,0.9495104,0.9836076
100613,2,1,180104,1,3,37,1,R,2,1,1,1,2,1,2, , ,1,2,2,1,2,2,2,1,2,2,2,2,2, , ,2, , ,2,1,1, ,1,1,enter-connectivity,2,1,5,1,1,2,74,5,7,5,2,1, , , ,1, ,8,3,1,1, , , ,2,0.4998013,0.6019972
100614,2,1,180104,1,1,25,4,S,2,1,1,1,2,1,2, , ,1,2,1,1,1,2,2,2,2,1,1,2,2, , , , ,3,4,1,1, ,1,1,source of information,1,2,15,1,1,1,50,4,3,1,2,2, , , ,2, ,6,3,2,1, , , ,1,0.576253,0.8166109
100615,2,1,180104,1,3,37,2,R,2,1,1,2,5,2, , , ,2,2,2,1,2,2,2,1,2,2,2,2,2, , ,5, , ,1,1,6, ,1,1,it's been educational and provides history,1,1,1,1,2,2,51,6,3,5,2,1, , , ,1, ,1,1, ,3,3, , ,1,1.6786072,1.6604639
100616,2,1,180104,1,2,39,4, ,2,1,1,1,1,1,2, , ,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,3,4,1,3,4,3, , ,9,1,35,1,2,1,35,1,8,1,2,1, , , ,1, ,8,1, ,6,2, , ,1,0.6312887,0.5834051
100619,2,1,180104,1,1,34,5,U,2,1,1,1,1,1,2, , ,1,1,1,2,1,2,2,1,2,1,2,2,2, , ,2, ,1,1,1,1,3,3, , ,9,1,2,1,2,2,31,2,5,1,1,2, , , ,2,1,6,5,8,4,2, , ,1,1.2018795,1.1992746
100624,2,1,180104,1,1,42,4,U,2,2,1,1,2,1,2, , ,1,1,2,1,2,2,1,1,2,1,1,1,2, ,5,1, ,4,4,2,2,4,1,1,i just think we are more informed,1,1,24,1,1,2,47,1,8,2,2,1, , , ,1, ,9,2, ,5,3, , ,2,1.16556,0.9901648
100625,2,1,180104,1,1,25,4,S,2,2,1,1,1,1,2, , ,1,1,1,1,2,2,2,1,2,1,1,1,1, , ,1, ,1,2,1,1,3,1,1,Access to information,1,1,4,1,2,1,44,1,6,1,2,1, , , ,1, ,9,2, ,2,2, , ,2,1.2173216,1.0234482
100626,2,1,180104,1,3,12,4,S,2,2,1,1,3,1,2, , ,1,1,1,1,1,1,1,1,2,1,2,1,2,4,4,2, ,4,1,2,1,3,1,1,increases intelligence and information and the way we perceive things. people are more aware of the truth.,1,1,7,1,1,2,58,1,5,2,2,1, , , ,1, ,6,1, ,4,3, , ,1,1.0867311,0.9750235
100630,2,1,180104,2,3,12,4,S,2,2,1,1,2,1,2, , ,1,1,1,1,2,2,1,1,2,1,1,2,2, ,3,1, ,3,1,1,1,2,1,1,ayuda relaciones de la familia enteranse de varias cosas si tengo una duda voy a el internet,9,1,3,1,1,1,62,1,3,3,1,1, , , ,1,2,2,4,9,2,2, , ,2,1.2026655,1.2227121
100633,2,1,180104,1,1,36,3, ,2,2,1,1,5,1,2, , ,1,1,2,2,1,2,2,1,2,2,2,2,2, , ,2, , ,4,4,4,4,3, , ,9,1,0, , , ,30,2,4,1,2,1, , , ,1, ,2,3,9,3,2, , ,2,2.112972,2.0428872
100635,2,1,180104,1,3,51,5,U,2,1,1,1,2,1,2, , ,1,1,2,1,2,2,2,1,2,1,2,2,2, , ,1, ,4,2,1,1,2,1,1,It connects people and provides information they did not ahave access to before,2,1,20,1,2,2,65,2,6,3,2,1, , , ,1, ,99,2, ,2,2, , ,1,0.4228036,0.5649195
100636,2,1,180104,1,1,36,5,U,2,2,1,1,2,1,8, , ,1,1,2,1,1,2,1,1,1,1,2,2,2, ,2,2,1,2,6,4,1,4,1,1,its been a good source for information,1,1,0, , , ,22,6,4,2,9,8, , , ,9, ,1,4,9,5,3, , ,2,2.112972,2.0428872
100637,2,1,180104,1,3,13,3, ,2,2,1,1,2,1,2, , ,1,1,1,2,1,2,1,1,1,1,2,2,2, ,2,3,3,2,3,2,4,4,2,1,Bullying,6,1,3,1,2,1,18,6,6,1,1,9, , , ,9,9,99,9,9,9,9, , ,9,0.6950449,0.4470428
100640,2,1,180104,1,3,45,1,U,2,1,1,1,1,1,2, , ,1,1,1,1,1,1,1,1,2,1,2,2,1,2,2,1, ,3,2,1,1,2,1,1,we can get things quicker like information,1,1,3,2,1,2,42,1,6,1,2,2, , , ,2, ,8,2, ,6,1, , ,2,0.8251308,0.6123278
100642,2,1,180104,1,3,54,2, ,2,1,2,2, , , , , ,2,1,1,1,2,2,2,1,1,1,2,2,2, , ,4,2,5,1,5, ,1,1,1,"cause you can connect with people that you havent connected with in a long time, like family",2, ,0, , , ,65,3,6,1,2,2, , , ,2, ,99,2, ,1, , , ,1,0.3761749,0.5556018
100643,2,1,180104,1,1,9,4,S,2,1,1,1,2,1,2, , ,1,1,1,1,2,2,2,1,2,1,2,2,2, , ,5, ,2,2,2,2,3,1,1,connecting people,2,2,12,1,2,2,45,1,8,1,2,1, , , ,1, ,9,2, ,4,2, , ,1,0.6297238,0.7021846
100644,2,1,180104,1,2,39,4,S,2,1,1,1,1,1,2, , ,1,1,2,1,1,2,1,1,1,1,2,2,1, ,3,2,3,2,1,1,1,1,1,1,instant communication,2,1,7,1,1,2,24,6,6,2,2,1, , , ,1, ,99,3,2,2,2, , ,2,0.689869,0.4567516
100646,2,1,180104,1,3,37,4,U,2,2,1,1,1,1,2, , ,1,1,2,1,2,2,1,1,2,1,2,1,2, ,5,1, ,3,1,1,1,1,1,1,Connecting people from all over,2,1,1,1,2,2,46,2,6,1,2,2, , , ,2, ,6,3,2,2,2, , ,2,0.7823239,0.5316919
100648,2,1,180104,1,2,39,4,S,2,1,1,1,1,1,2, , ,1,1,1,1,2,1,1,1,2,1,2,2,1,5,5,5, ,3,4,4,4,4,1,1,communication of information efficiently and fast and very critical.,1,1,30,1,2,1,46,1,8,1,2,3, , , ,3, ,9,3,1,4,2, , ,1,0.6168265,0.6494634
100649,2,1,180104,1,3,12,4,S,2,1,1,1,4,1,2, , ,1,2,1,1,2,2,2,2,2,2,2,2,2, , , , , ,3,3,2, ,3, , ,9,3,6,1,2,2,74,1,6,3,2,1, , , ,1, ,99,3,1,2,2, , ,1,0.3875261,0.4810758
100651,2,1,180104,1,1,36,5,U,2,1,1,1,2,1,2, , ,1,1,2,1,2,2,2,1,2,1,2,2,1, , ,2, ,4,1,1,1,2,1,1,"it allows people to communicate with office and work from home, keep track of family, and learn things.",2,1,9,1,2,1,74,1,7,2,1,1, , , ,1,1,9,2, ,2,2, , ,1,0.4773475,0.708422
100652,2,1,180104,1,2,18,2,R,2,1,1,1,3,1,2, , ,1,2,2,1,1,2,2,2,1,2,2,2,2, , , ,5, ,4,4,4, ,2,1,"everyone scales up to a social stigma, and instant gratification",8,1,1,2,2,1,29,4,4,1,2,1, , , ,1, ,8,1, ,4,2, , ,2,1.5407638,1.1519036
100654,2,1,180104,1,3,11,5,U,2,1,1,2,3,1,1,1, ,1,1,2,1,2,2,2,1,2,1,2,2,1, , ,5, ,5,1,1,3,3,1,1,Good and bad sources of info,1,1,7,1,2,2,51,3,3,1,2,2, , , ,2, ,3,3,8,1, , , ,1,0.65803,0.8351777
100655,2,1,180104,1,1,36,5,U,2,1,1,1,1,1,2, , ,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,1,4,3,5,2,3, , ,9,1,96,1,2,2,30,4,8,1,2,3, , , ,3, ,7,3,9,3,3, , ,2,0.9093089,0.8581396
100656,2,1,180104,1,3,13,5,S,2,1,1,1,1,1,2, , ,1,1,1,1,2,1,2,1,2,1,2,1,1,4, ,2, ,3,1,2,2,3,1,1,communication and news,2,1,4,1,1,2,35,1,6,1,2,1, , , ,1, ,9,1, ,4,2, , ,1,0.7348353,0.6653913
100657,2,1,180104,1,3,12,4,U,2,2,1,1,3,1,8, , ,2,1,2,1,2,2,2,1,2,1,2,2,2, , ,2, ,3,1,2,2,3,1,1,information,1,1,6,1,2,2,81,5,3,4,2,1, , , ,1, ,4,1, ,3,3, , ,1,1.0215811,1.7239394
100659,2,1,180104,1,2,26,5,U,2,2,1,1,1,1,2, , ,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,1,3,4,1,1,1,3,1,1,allows us to stay connected,2,1,40,1,2,1,37,1,4,1,2,2, , , ,2, ,3,2, ,4,2, , ,2,2.112972,1.7834754
100661,2,1,180104,1,3,51,1,R,2,1,1,1,1,2, , , ,1,1,2,1,2,2,1,2,1,1,1,1,1, ,4, ,4,1,4,1,1,3,1,1,INCREASES KNOWLEDGE BASE,1,1,96,1,2,2,70,5,8,3,2,1, , , ,1, ,8,2, ,2,2, , ,2,0.4998013,0.6019972
100663,2,1,180104,1,4,6,3,U,2,2,1,1,2,1,2, , ,1,1,1,1,1,2,1,1,2,1,2,2,1, ,4,2, ,4,4,1,1,3,1,1,access to information,1,1,6,1,2,2,40,1,6,2,2,1, , , ,1, ,9,2, ,4,2, , ,2,1.2117802,0.9603079
100664,2,1,180104,1,2,39,5,S,2,2,1,1,2,2, , , ,1,1,1,2,1,2,1,1,1,1,2,2,2, ,1,1,1,3,3,1,2,2,1,1,a lot of information out there,1,1,0, , , ,30,4,2,1,2,1, , , ,1, ,2,2, ,2,2, , ,2,1.6976165,1.6978006
100665,2,1,180104,1,3,12,4,U,2,1,1,1,2,1,2, , ,1,1,2,1,1,2,1,1,1,1,2,2,1, ,1,2,1,2,3,1,1,1,1,1,"more opportunities for things, convinent",1,1,4,1,2,2,23,6,5,1,1,1, , , ,1,1,5,2, ,2,2, , ,2,0.9930178,0.610177
100667,2,1,180104,1,2,39,5,S,2,2,1,1,1,1,2, , ,1,1,1,1,2,1,1,1,2,1,2,1,1,3,2,2, ,2,1,1,1,3,1,1,"access to instant info, news and resources like shopping and utilities, and things you need to use everyday",1,1,96,1,1,1,59,1,6,1,2,1, , , ,1, ,9,2, ,4,4, , ,2,0.7814521,0.7894807
100674,2,1,180104,1,1,42,4,S,2,1,1,1,5,1,2, , ,2,2,1,1,1,2,2,2,2,2,2,2,2, , , , , ,2,2,4, ,3, , ,9,1,0, , , ,66,1,3,3,2,1, , , ,1, ,7,1, ,3,3, , ,1,1.1942893,1.7584359
100675,2,1,180104,1,3,13,1,R,2,1,2,2, , , , , ,2,2,2,2,1,2,2,2,2,2,2,2,2, , , , , ,4,4, , ,2,1,too many people can hack into your stuff and too much junk comes on it you dont want,6, ,15,1,2,2,71,5,1,4,2,1, , , ,1, ,1,4,8,1, , , ,2,1.292913,1.8043156
100677,2,1,180104,1,1,36,5,U,2,2,1,1,4,1,2, , ,2,1,2,2,2,2,2,1,2,1,2,2,2, , ,2, ,2,4,1,4,4,2,1,bad for kids,5,1,2,1,2,2,49,5,2,4,2,2, , , ,2, ,1,2, ,1, , , ,2,1.4194268,1.3344072
100678,2,1,180104,1,3,13,2,R,2,1,2,2, , , , , ,1,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,1,1, , ,1,1,help,8, ,0, , , ,75,3,2,1,2,5, , , ,5, ,3,4,8,1, , , ,2,1.6051906,2.0428872
100681,2,1,180104,1,2,39,2, ,2,1,1,2,5,2, , , ,2,2,2,1,2,2,2,2,2,2,2,2,2, , , , , ,4,2,4, ,2,1,not enough face to face,4,3,30,1,2,2,55,1,4,4,2,1, , , ,1, ,99,3,1,2,2, , ,2,0.8903935,0.7901097
100682,2,1,180104,1,3,21,2,S,2,1,1,1,2,1,2, , ,1,1,2,1,1,2,2,1,2,1,2,2,1, , ,1, ,2,3,2,2,3,1,1,quick access to information,1,1,20,1,2,2,65,1,7,3,2,1, , , ,1, ,6,3,8,4,3, , ,1,0.4857911,0.6040223
100683,2,1,180104,1,3,12,4,S,2,1,1,1,1,1,2, , ,1,1,1,1,2,2,1,2,2,1,1,2,2, ,1, , ,3,6,1,1,3,1,1,share information and find information,1,1,12,1,2,2,29,1,8,1,2,1, , , ,1, ,3,1, ,2,2, , ,2,0.7593758,0.4698391
100684,2,1,180104,1,1,36,5, ,2,2,1,1,2,1,2, , ,1,1,1,1,2,2,2,1,1,1,1,1,2, , ,1,2,3,3,1,1,1,3, , ,9,1,15,1,1,2,28,2,7,1,2,1, , , ,1, ,6,2, ,2,2, , ,2,1.3099679,1.0971286
100687,2,1,180104,1,2,17,5,U,2,1,1,1,2,1,2, , ,1,1,2,1,2,2,1,1,2,1,1,2,2, ,1,1, ,3,3,2,1,3,1,1,sharing of information,1,1,6,1,2,2,30,6,6,1,2,1, , , ,1, ,3,2, ,3,3, , ,2,0.7765511,0.5680526
100689,2,1,180104,1,1,42,1,R,2,2,1,1,3,1,2, , ,1,1,1,1,2,2,2,1,2,1,2,2,2, , ,1, ,5,1,1,2,3,2,1,people use it too much,4,1,1,1,2,2,68,1,4,3,2,1, , , ,1, ,6,1, ,2,2, , ,1,0.6494493,1.3281551
100690,2,1,180104,1,2,26,1,R,2,2,1,1,2,1,4, , ,1,1,1,1,1,2,1,1,2,1,2,2,2, ,3,1, ,3,4,2,3,3,2,1,people are idiots,4,1,20,1,2,2,62,5,4,5,2,1,5, , ,4, ,4,2, ,1, , , ,2,1.1139331,1.2830236
100696,2,1,180104,1,1,36,2,S,2,1,1,1,2,1,2, , ,1,1,1,1,2,2,2,1,2,1,2,2,2, , ,3, ,4,2,1,2,4,2,1,"people dont talk to each other and they do not communicate well, and all the negative things get put out on the internet.",4,1,0, , , ,40,1,5,1,2,1, , , ,1, ,8,1, ,4,2, , ,2,1.8181649,1.642521
100697,2,1,180104,1,3,13,1,S,2,2,1,1,2,1,2, , ,1,1,2,1,2,2,1,1,1,1,2,2,2, ,2,2,1,3,4,2,1,4,2,1,Keeps kids indoors,5,1,4,1,2,2,24,6,6,1,2,1, , , ,1, ,4,1, ,1, , , ,2,1.5087761,1.0662022
100698,2,1,180106,1,3,13,1,S,2,1,1,1,1,1,2, , ,2,1,1,1,2,2,2,2,1,1,2,2,2, , , ,3,1,4,4,3,4,1,1,church. i'm a pastor of the church and i work on the internet.,8,1,2,8,2,2,60,3,5,6,2,1,2, , ,4, ,1,2, ,1, , , ,1,0.4264417,0.707486
100699,2,1,180104,1,1,25,4,S,2,2,1,1,2,1,2, , ,1,1,2,1,2,2,2,1,2,1,2,2,1, , ,1, ,3,4,1,1,1,1,1,Just being able to communicate,2,1,35,1,2,2,68,1,8,3,2,1, , , ,1, ,7,3,9,3,2, , ,1,0.4059247,0.7108123
100700,2,1,180104,1,3,24,4,S,2,2,1,1,3,1,2, , ,1,2,1,1,2,2,2,2,2,1,2,2,2, , , , ,3,2,2,1, ,1,1,educational purposes,1,1,3,1,2,1,54,1,6,3,2,2, , , ,2, ,99,3,1,9,2, , ,1,0.6331688,0.5316919
100701,2,1,180104,1,1,42,3,S,2,2,1,1,2,1,2, , ,1,1,1,2,1,2,2,1,1,1,2,1,2, , ,3,2,4,3,1,1,3,1,1,everything is at your finger tips all the answers,1,1,5,1,2,2,27,2,5,1,2,1, , , ,1, ,7,3,1,2,2, , ,2,2.112972,2.0428872
100704,2,1,180104,1,2,39,2, ,2,1,1,1,5,1,1,1, ,1,1,1,1,2,2,2,1,2,1,2,1,2, , ,3, ,2,1,2,2,2,1,1,keeps people connected,2,1,1,1,2,2,35,5,8,5,2,1, , , ,1, ,99,9,9,9,9, , ,9,0.8529313,0.7325035
100705,2,1,180104,1,1,50,1,R,2,1,1,1,1,1,2, , ,1,2,1,1,2,2,2,2,2,2,2,2,2, , , , , ,4,4,2, ,1,1,Made access to information a lot easier and quicker and made access to work materials and information easier,1,1,20,1,2,2,38,1,3,1,2,1, , , ,1, ,8,3,8,3,2, , ,2,1.9948628,1.9861566
100709,2,1,180104,1,1,36,4,S,2,1,1,1,1,1,2, , ,1,1,1,1,1,1,1,1,2,1,1,2,2,4,3,3, ,1,4,2,2,4,1,1,"comminication easier, provides information and education",2,1,40,1,2,1,24,6,6,4,2,1, , , ,1, ,99,3,2,4,4, , ,1,0.7096767,0.5410143
100711,2,1,180104,1,1,36,5,U,2,1,1,1,1,1,2, , ,1,1,2,1,2,2,2,1,2,1,2,2,1, , ,1, ,2,3,2,1,2,1,1,access to information,1,1,7,1,2,1,32,2,6,1,2,1, , , ,1, ,99,2, ,2,2, , ,2,0.8609962,0.6728485
100712,2,1,180104,1,3,13,2,R,2,1,1,1,2,1,2, , ,1,1,1,1,1,1,2,1,1,1,2,1,1,2, ,2,4,1,2,1,1,4,3, , ,9,1,2,1,2,1,44,1,5,1,2,1, , , ,1, ,6,1, ,3,3, , ,2,1.7495501,1.3468399
100713,2,1,180104,1,3,24,4,S,2,1,1,1,1,1,2, , ,2,1,2,1,2,1,1,1,2,1,1,2,1,3,4,1, ,3,1,5,1,1,1,1,"We are instantly connected, and are able to find all our frieds online so easily.",2,1,0, , , ,65,6,5,1,2,1, , , ,1, ,9,3,1,1, , , ,1,0.4625238,0.693649
100716,2,1,180105,1,4,41,1,R,2,1,1,1,1,1,2, , ,1,1,2,2,1,1,1,1,1,1,2,2,2,5,1,1,1,5,4,2,4,2,1,8, ,9,1,1,2,2,2,18,6,3,2,2,3, , , ,3, ,2,1, ,2,2, , ,1,0.8866294,0.9744015
100717,2,1,180104,1,2,26,4,U,2,1,1,1,1,1,2, , ,1,1,1,1,2,2,1,1,2,1,2,1,2, ,1,1, ,1,3,2,3,4,1,1,"helps you connect to ppl you havent seen in a while, anything you need to do you can do it on the internet",2,1,8,1,2,2,49,6,5,4,2,2, , , ,2, ,2,3,2,6,4, , ,2,1.0545982,0.7630293
100718,2,1,180104,1,1,36,5,U,2,2,1,1,1,2, , , ,1,1,1,2,1,2,1,1,1,1,1,2,2, ,1,1,1,1,4,1,1,2,1,1,just information its very convienient,1,1,45,1,2,2,37,6,6,5,2,2, , , ,2, ,4,3,2,3,1, , ,2,1.1598856,0.9771302
100719,2,1,180104,1,3,21,4,U,2,1,1,1,1,1,2, , ,1,2,1,1,1,2,2,2,2,1,2,1,1, , , , ,1,1,2,1, ,1,1,it puts a great deal of information at your fingertip,1,1,4,1,2,2,41,1,6,1,2,2, , , ,2, ,8,2, ,3,2, , ,1,0.6397738,0.4893313
100721,2,1,180104,1,4,15,2,R,2,2,2,2, , , , , ,8,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,1,3, , ,1,1,information,1, ,0, , , ,74,5,3,4,2,3, , , ,3, ,98,2, ,3,3, , ,1,1.5704623,2.0428872
100722,2,1,180104,1,3,45,3,S,2,1,1,1,2,2, , , ,1,1,2,2,1,1,2,1,2,1,1,1,1,3, ,3, ,3,2,3,2,4,3, , ,9,1,6,1,2,2,34,6,4,4,2,1, , , ,1, ,2,3,8,4,4, , ,2,1.7118422,1.132067
100723,2,1,180104,1,3,47,3,U,2,2,1,1,2,2, , , ,1,2,2,2,2,2,2,1,1,1,2,2,2, , ,5,5,5,3,2,4, ,3, , ,9,1,5,1,2,1,25,6,3,4,2,2, , , ,2, ,1,2, ,3,1, , ,1,0.8816501,1.3098938
100724,2,1,180104,1,3,12,2,S,2,2,1,1,2,1,2, , ,1,1,1,1,2,2,2,1,2,1,2,2,2, , ,2, ,5,3,2,3,3,3, , ,9,1,2,1,2,2,54,6,3,1,2,1, , , ,1, ,2,4,9,6,4, , ,2,2.112972,2.0428872
100725,2,1,180104,1,3,12,3,U,2,2,1,1,2,1,2, , ,1,1,1,1,1,1,2,1,2,1,2,2,1,4, ,1, ,4,1,1,1,1,1,1,keeps everyone connected,2,1,12,1,2,1,57,5,6,1,2,1, , , ,1, ,7,3,2,1, , , ,2,0.8701844,0.8295906
