CaseID,weight,tm_start,tm_finish,duration,Xspanish,Have children?,How many children?,child age,child gender,How many children under 6,ChildrenHH,parent: sleep quality,child: sleep quality,parent: imp_mood,parent: imp_health,parent: imp_performance,child: imp_mood,child: imp_health,child: imp_performance,child: imp_behavior,necessary hours of sleep,parent: oft_bath,parent: oft_music,parent: oft_alcohol,parent: oft_read,parent: oft_yoga,parent: oft_TV,parent: oft_online,parent: oft_over-counter meds,parent: oft_prescription meds,child: oft_bath,child: oft_music,child: oft_read,child: oft_yoga,child: oft_TV,child: oft_online,child: oft_meds,bedtime: school,AM or PM,wake-up: school,AM or PM,bedtime: non-school,AM or PM,wake-up: non-school,AM or PM,actual bedtime: school,actual bedtime: non-school,sleep_hours: school,sleep_hours: nonschool,sleep arrangement,wake-up at night,sleep in school,parent: BR_TV,parent: BR_computer,parent: BR_tablet,parent: BR_cellphone,parent: BR_game,parent: BR_MP3,parent: off_TV,parent: off_computer,parent: off_tablet,parent: off_cell,parent: off_game,parent: off_mp3,child: BR_TV,child: BR_computer,child: BR_tablet,child: BR_cell,child: BR_game,child: BR_MP3,child: off_TV,child: off_computer,child: off_tablet,child: off_cell,child: off_game,child: off_mp3,parent: difficult_evening,parent: difficult_pets,parent: difficult_in-noise,parent: difficult_out-noise,parent: difficult_temperature,parent: difficult_light,diffTVpar,diffcomppar,difftabletpar,diffcellpar,diffvideopar,diffmp3par,diffHWchild,diffeveningchild,diffpetschild,diffinnoisechild,diffoutnoisechild,difftempchild,difflightchild,diffTVchild,diffcompchild,difftabletchild,diffcellchild,diffvideochild,diffmp3child,parent: texts/emails,child: texts/emails,parent: regular meal time,parent: regular bedtime,parent: regular wake-up time,child: reg breakfast time,child: reg evening meal time,child: regular bedtime,child: reg wake-up time,rules_bedtime,rules_TV,rules_caffeine,rules_phone,rules_computer/tablet,rules_games,impact_performance,impact_mood,impact_behavior,impact_quality of life,marital status
1259,1.0499,12/20/13 2:30,12/20/13 2:43,13,1,1,1,14,1,1,2,2,1,1,1,1,1,1,1,1,9,2,2,4,4,4,2,4,4,4,2,1,2,4,4,4,4,8,2,6,1,12,1,10,1,10,10,8,9,3,1,1,1,2,2,1,2,1,1,#NULL!,#NULL!,1,#NULL!,1,1,2,1,2,2,1,1,#NULL!,1,#NULL!,#NULL!,1,4,4,4,4,3,4,4,#NULL!,#NULL!,4,#NULL!,4,4,4,4,4,4,4,4,4,#NULL!,4,#NULL!,#NULL!,4,4,4,1,1,2,2,1,2,2,4,4,4,3,3,3,1,1,1,2,1
1306,0.5830,12/20/13 12:25,12/20/13 12:44,19,2,1,1,9,2,1,2,2,2,1,2,1,1,2,1,2,10,2,3,4,3,4,2,2,3,4,2,3,1,4,3,4,4,9,2,6,1,10,2,8,1,9,10,8,9,3,1,1,1,2,2,2,2,2,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,2,2,2,2,2,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,4,3,2,1,4,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,4,4,4,3,2,4,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,4,1,2,2,2,1,1,2,2,1,1,1,1,1,1,1,2,1,1
1308,0.4938,12/20/13 13:01,12/20/13 13:22,21,1,1,1,12,1,0,1,2,2,3,2,3,2,2,2,2,8,3,2,4,2,4,2,3,4,4,2,3,3,4,1,2,4,10,2,7,1,12,1,9,1,9,9,8,9,3,2,1,2,1,2,1,2,1,#NULL!,1,#NULL!,2,#NULL!,2,1,2,2,1,1,1,2,#NULL!,#NULL!,2,2,2,4,4,4,4,4,4,#NULL!,4,#NULL!,4,#NULL!,4,3,4,4,4,4,4,4,4,#NULL!,#NULL!,4,3,4,4,4,3,3,3,1,3,2,2,2,2,2,2,1,2,2,2,2,3,1
1342,0.5368,12/20/13 18:48,12/20/13 18:58,10,1,1,2,13,1,0,2,2,1,2,3,3,2,3,2,2,8,4,4,4,2,4,3,4,4,4,3,1,2,4,4,4,4,9,2,5,1,11,2,9,1,8,10,8,9,3,1,2,1,2,2,1,2,1,1,#NULL!,#NULL!,1,#NULL!,1,2,2,2,2,2,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,4,2,4,4,3,4,4,#NULL!,#NULL!,4,#NULL!,4,4,4,4,4,4,4,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1
1347,0.8222,12/20/13 19:55,12/20/13 20:02,7,1,1,2,12,1,0,2,1,2,1,1,1,1,1,1,1,8,1,4,4,4,4,1,4,4,4,4,1,1,4,1,4,4,9,2,6,1,11,2,9,1,9,10,8,9,3,2,1,1,1,2,1,1,1,1,1,#NULL!,1,1,1,2,2,2,2,2,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,3,4,4,4,3,2,4,4,#NULL!,4,4,4,4,2,4,4,4,4,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,4,4,2,2,2,1,2,2,2,2,2,1,1,1,1,2,2,2,2,1
1353,0.1223,12/20/13 20:51,12/20/13 20:59,7,1,1,2,10,1,1,3,3,2,1,2,2,2,1,1,1,8,2,3,4,2,4,1,2,1,3,1,4,4,4,3,4,4,9,2,7,1,9,2,8,1,10,11,8,9,2,2,1,1,2,2,1,1,1,2,#NULL!,#NULL!,2,1,1,1,2,2,2,1,2,1,#NULL!,#NULL!,#NULL!,1,#NULL!,4,3,4,4,4,2,3,#NULL!,#NULL!,1,4,4,4,4,2,4,4,4,4,4,#NULL!,#NULL!,#NULL!,4,#NULL!,3,4,1,2,3,1,1,1,2,1,1,1,1,1,1,2,1,1,3,3
1366,0.1885,12/20/13 23:01,12/20/13 23:10,8,1,1,1,17,2,0,1,1,1,1,1,1,1,1,1,1,8,3,4,4,2,4,2,2,4,4,2,2,-1,4,2,2,4,10,2,8,1,11,2,8,1,10,9,8,9,3,1,1,2,2,2,1,2,2,#NULL!,#NULL!,#NULL!,2,#NULL!,#NULL!,2,1,2,2,1,1,#NULL!,1,#NULL!,#NULL!,1,1,4,3,4,4,3,4,#NULL!,#NULL!,#NULL!,4,#NULL!,#NULL!,3,4,4,4,4,4,4,#NULL!,4,#NULL!,#NULL!,4,4,4,4,1,1,1,1,1,1,1,4,4,4,4,4,4,2,2,2,2,1
1385,0.7145,12/21/13 1:11,12/21/13 2:54,102,1,1,1,9,2,0,1,2,3,2,2,2,2,2,2,2,9,3,3,4,1,4,1,1,4,4,4,4,1,4,1,3,4,9,2,6,1,10,2,8,1,9,10,8,9,3,3,1,1,2,2,2,2,2,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,2,2,2,1,1,2,#NULL!,#NULL!,#NULL!,1,-1,2,3,3,4,4,4,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,3,2,-1,4,4,4,4,4,#NULL!,#NULL!,#NULL!,4,4,3,4,1,2,2,2,1,2,2,2,2,1,1,1,-1,2,2,2,2,1
1387,0.6896,12/21/13 1:34,12/21/13 2:01,26,2,1,2,11,1,1,3,2,2,2,2,2,2,2,2,1,9,1,3,4,2,4,1,3,4,3,1,2,2,4,1,3,4,10,2,6,1,10,2,8,1,8,10,8,9,2,1,1,2,1,1,1,1,1,#NULL!,1,1,1,1,1,1,2,2,2,2,2,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,2,3,2,2,4,#NULL!,4,4,4,4,4,4,2,4,4,4,4,4,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,4,2,2,2,3,2,3,2,4,3,3,3,2,2,1,1,1,1,1
1396,0.9386,12/21/13 2:19,12/21/13 2:24,5,1,1,2,9,2,0,2,1,1,2,2,2,2,2,2,2,8,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,-1,8,2,7,1,8,2,9,1,11,13,8,9,3,1,1,1,2,2,1,2,2,1,#NULL!,#NULL!,1,#NULL!,#NULL!,2,2,2,2,2,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,4,4,4,4,4,4,#NULL!,#NULL!,4,#NULL!,#NULL!,4,4,4,4,4,4,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,4,2,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1
1402,0.7489,12/21/13 2:57,12/21/13 3:17,20,1,1,1,17,2,0,1,2,2,2,2,3,2,2,3,3,7,3,4,4,4,4,4,4,4,4,2,2,3,4,3,4,2,11,2,9,1,12,1,10,1,10,10,8,9,3,1,2,1,2,2,1,2,1,1,#NULL!,#NULL!,2,#NULL!,1,1,1,2,1,1,1,2,1,#NULL!,2,1,1,2,4,4,4,4,4,4,#NULL!,#NULL!,4,#NULL!,4,2,2,4,3,4,4,4,4,4,#NULL!,3,4,4,4,4,3,1,1,2,3,3,1,4,3,2,2,2,2,2,2,2,2,1
1434,0.8203,12/21/13 13:48,12/21/13 13:58,9,1,1,2,10,1,0,2,2,2,1,1,1,1,1,1,1,9,4,4,1,4,4,3,4,4,4,2,3,4,4,2,4,4,9,2,7,1,10,2,8,1,10,10,8,9,3,1,1,1,2,2,2,2,2,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,2,2,2,1,1,#NULL!,#NULL!,#NULL!,#NULL!,1,1,3,3,4,4,2,4,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,4,4,4,4,4,4,#NULL!,#NULL!,#NULL!,#NULL!,4,4,4,4,1,1,1,1,1,1,1,2,4,4,4,4,2,2,2,2,2,1
1458,0.4875,12/21/13 18:17,12/21/13 18:37,19,2,1,2,16,2,1,3,4,4,-1,1,1,1,1,1,1,8,3,4,4,3,4,1,4,4,4,2,2,2,3,2,2,4,11,2,7,1,11,2,8,1,8,9,8,9,2,2,1,2,2,2,1,2,2,#NULL!,#NULL!,#NULL!,2,#NULL!,#NULL!,2,1,2,1,2,2,#NULL!,1,#NULL!,2,#NULL!,#NULL!,1,4,1,4,3,4,#NULL!,#NULL!,#NULL!,4,#NULL!,#NULL!,2,2,4,1,4,3,4,#NULL!,3,#NULL!,2,#NULL!,#NULL!,4,2,3,3,3,3,3,1,3,3,4,4,4,3,3,1,1,1,1,4
1479,0.6312,12/21/13 21:53,12/21/13 21:59,6,1,1,3,16,1,0,3,2,1,1,1,1,1,1,1,1,10,4,4,4,2,4,4,4,4,4,4,4,1,4,4,4,4,10,2,7,1,12,2,9,1,9,9,8,9,3,1,1,1,1,1,1,2,1,1,1,1,2,#NULL!,1,2,2,1,1,2,2,#NULL!,#NULL!,1,2,#NULL!,#NULL!,4,4,4,4,2,4,3,4,4,4,#NULL!,4,4,4,4,4,4,4,4,#NULL!,#NULL!,1,4,#NULL!,#NULL!,4,4,3,3,3,1,3,3,1,4,1,2,4,4,4,2,2,2,2,1
1481,0.1911,12/21/13 22:20,12/21/13 22:48,27,1,1,1,17,1,1,2,4,1,2,2,1,2,2,2,2,8,1,2,4,2,4,2,4,3,2,2,2,3,4,3,4,4,10,2,7,1,1,1,10,1,9,9,8,9,3,2,1,1,1,1,1,2,2,1,1,1,2,#NULL!,#NULL!,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,3,4,1,4,4,4,4,#NULL!,#NULL!,4,4,4,4,3,2,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,3
1500,1.2088,12/22/13 1:08,12/22/13 1:19,10,1,1,2,12,2,0,2,3,1,2,2,1,2,2,2,1,8,3,3,1,2,4,2,2,3,2,2,2,1,3,4,3,4,9,2,6,1,10,2,8,1,9,10,8,9,3,1,1,1,1,1,1,2,2,1,1,1,2,#NULL!,#NULL!,2,1,2,1,2,1,#NULL!,1,#NULL!,2,#NULL!,1,3,4,4,4,2,4,4,4,4,4,#NULL!,#NULL!,2,3,3,4,4,4,4,#NULL!,4,#NULL!,4,#NULL!,4,4,3,3,3,1,1,3,2,2,2,1,2,2,2,2,2,2,2,1,1
1518,1.4599,12/22/13 4:50,12/22/13 4:59,8,1,1,3,9,2,0,3,3,2,2,2,2,2,2,2,2,9,4,4,4,4,4,1,4,4,4,3,3,1,4,2,4,4,#NULL!,#NULL!,#NULL!,#NULL!,10,2,8,1,#NULL!,10,8,9,3,1,1,1,2,2,2,2,2,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,2,2,2,1,1,1,#NULL!,#NULL!,#NULL!,1,1,2,4,-1,4,4,4,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,3,4,4,4,4,4,4,#NULL!,#NULL!,#NULL!,4,4,4,4,1,1,1,1,1,1,1,2,2,1,1,1,1,3,2,2,2,1
4,0.2584,12/12/13 22:06,12/12/13 22:13,6,1,1,1,9,2,0,1,2,2,2,2,2,2,2,2,2,8,2,2,2,2,3,2,2,3,4,2,2,2,4,2,2,4,9,2,7,1,10,2,9,1,10,11,9,9,3,2,1,1,2,2,2,2,2,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,2,2,2,2,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,3,3,3,4,4,4,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,4,4,4,4,4,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,3,4,1,1,1,1,1,1,1,2,2,2,2,2,2,3,2,2,2,1
19,0.7846,12/12/13 22:23,12/12/13 22:33,9,1,1,4,9,1,0,4,1,1,2,2,2,2,2,1,1,8,4,2,4,4,4,4,4,4,4,4,4,4,4,1,4,4,9,2,7,1,10,2,8,1,10,10,9,9,3,2,1,2,2,2,1,2,1,#NULL!,#NULL!,#NULL!,2,#NULL!,2,1,2,2,2,1,2,2,#NULL!,#NULL!,#NULL!,1,#NULL!,4,4,4,4,4,4,#NULL!,#NULL!,#NULL!,4,#NULL!,4,4,4,4,4,4,4,4,2,#NULL!,#NULL!,#NULL!,4,#NULL!,4,4,3,2,2,2,3,2,2,1,4,2,4,4,1,2,2,2,3,1
24,0.5018,12/12/13 22:31,12/12/13 22:47,15,1,1,1,7,1,1,2,3,1,1,2,1,2,2,2,2,8,2,3,3,1,4,2,3,2,2,1,3,3,4,2,4,4,8,2,6,1,9,2,7,1,10,10,9,9,3,1,1,1,2,2,1,2,2,2,#NULL!,#NULL!,1,#NULL!,#NULL!,1,2,2,2,2,2,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,4,4,4,4,4,4,#NULL!,#NULL!,4,#NULL!,#NULL!,4,3,4,4,4,4,4,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,4,1,1,1,1,1,2,2,2,2,1,1,1,1,3,2,2,2,1
27,0.4016,12/12/13 22:34,12/12/13 22:44,10,1,1,3,10,2,0,3,3,2,2,2,1,1,1,1,1,10,2,2,3,2,2,1,3,4,4,1,3,4,4,3,4,4,9,2,7,1,10,2,9,1,10,11,9,9,2,2,1,1,1,2,1,2,2,1,1,#NULL!,1,#NULL!,#NULL!,2,2,2,2,2,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,3,4,2,4,4,4,4,4,#NULL!,4,#NULL!,#NULL!,3,3,4,4,4,4,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,4,1,2,2,1,1,2,2,2,1,1,1,1,1,2,2,2,2,1
61,0.2648,12/12/13 23:15,12/12/13 23:28,12,1,1,1,13,1,0,1,3,2,1,2,1,1,2,2,2,10,4,4,4,4,4,2,2,2,4,4,4,4,4,1,2,4,10,2,8,1,11,2,9,1,10,10,9,9,3,1,1,1,2,1,1,2,1,2,#NULL!,1,2,#NULL!,1,1,2,1,2,1,1,2,#NULL!,1,#NULL!,1,1,1,4,4,4,3,4,4,#NULL!,4,4,#NULL!,4,4,3,4,4,4,3,4,4,#NULL!,4,#NULL!,4,4,2,4,2,1,1,2,1,2,2,3,4,4,4,2,2,2,2,2,3,1
65,0.4202,12/12/13 23:23,12/12/13 23:46,23,1,1,1,7,2,1,2,3,2,3,2,3,2,2,2,2,9,1,2,2,1,4,2,2,3,4,3,3,2,4,2,3,4,10,2,7,1,10,2,8,1,9,10,9,9,1,2,1,2,2,2,2,2,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,1,2,2,2,2,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,4,2,4,4,4,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,4,3,4,4,-1,4,#NULL!,4,#NULL!,#NULL!,#NULL!,#NULL!,4,4,1,1,1,1,1,1,1,3,3,2,2,2,2,2,2,2,2,1
70,0.2881,12/12/13 23:31,12/12/13 23:41,9,1,1,1,8,2,1,2,1,1,1,1,1,1,1,1,1,10,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,9,2,7,1,9,2,7,1,10,10,9,9,3,1,1,2,2,2,2,2,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,2,2,2,2,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,4,4,4,4,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,4,4,4,4,4,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,4,1,2,2,1,1,1,1,4,4,4,4,4,4,2,2,2,2,1
74,0.4983,12/12/13 23:36,12/12/13 23:43,6,1,1,2,12,1,0,2,2,2,3,2,3,1,2,2,2,8,4,3,4,2,4,2,3,4,4,3,3,2,4,3,3,4,10,2,7,1,10,2,7,1,9,9,9,9,3,2,1,1,2,1,1,2,2,1,#NULL!,1,1,#NULL!,#NULL!,2,2,2,1,2,2,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,2,4,4,4,4,4,4,#NULL!,4,4,#NULL!,#NULL!,3,2,4,4,4,4,4,#NULL!,#NULL!,#NULL!,4,#NULL!,#NULL!,4,4,3,3,1,2,3,3,1,3,3,4,2,4,4,2,1,1,2,1
81,0.9538,12/12/13 23:55,12/13/13 0:11,15,1,1,2,11,1,0,2,2,2,2,2,2,2,2,2,2,9,2,2,3,2,2,3,2,3,4,3,3,1,3,2,2,4,9,2,7,1,12,1,10,1,10,10,9,9,3,1,2,2,2,1,2,2,2,#NULL!,#NULL!,2,#NULL!,#NULL!,#NULL!,2,2,1,2,1,2,#NULL!,#NULL!,2,#NULL!,1,#NULL!,4,1,2,3,4,4,#NULL!,#NULL!,4,#NULL!,#NULL!,#NULL!,4,4,4,4,3,4,4,#NULL!,#NULL!,4,#NULL!,3,#NULL!,2,4,1,2,2,1,1,2,2,2,1,1,2,2,2,1,1,1,1,1
82,0.6644,12/12/13 23:57,12/13/13 0:02,5,1,1,1,11,1,0,1,3,1,1,1,1,1,1,1,1,8,4,4,4,4,4,1,4,4,4,4,4,4,4,1,4,4,9,2,6,1,10,2,7,1,9,9,9,9,3,1,1,1,2,2,2,1,2,1,#NULL!,#NULL!,#NULL!,1,#NULL!,1,2,2,2,2,2,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,4,4,4,4,4,4,#NULL!,#NULL!,#NULL!,4,#NULL!,4,4,4,4,4,4,4,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,4,1,1,1,1,1,1,1,4,2,4,4,4,4,3,3,3,3,1
85,1.6128,12/12/13 23:58,12/13/13 0:03,4,1,1,3,13,2,0,3,1,1,1,1,1,1,1,1,1,9,4,4,4,2,4,4,4,4,4,4,2,2,4,4,4,4,8,2,6,1,9,2,8,1,10,11,9,9,3,2,1,2,2,2,2,2,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,2,2,2,2,2,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,4,4,4,4,4,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,4,4,4,4,4,4,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,4,4,1,1,1,2,2,2,2,1,1,1,1,1,1,2,2,2,2,1
102,1.0136,12/13/13 0:37,12/13/13 0:47,9,1,1,3,10,2,0,3,3,2,2,2,2,1,1,1,1,9,2,2,3,3,3,2,3,2,4,1,1,1,3,3,3,4,9,2,7,1,12,1,9,1,10,9,9,9,3,1,1,1,2,2,2,2,1,2,#NULL!,#NULL!,#NULL!,#NULL!,2,1,2,1,1,2,1,1,#NULL!,1,1,#NULL!,2,2,1,2,4,2,4,4,#NULL!,#NULL!,#NULL!,#NULL!,4,3,2,3,3,4,4,4,4,#NULL!,4,4,#NULL!,4,4,4,3,3,1,1,3,2,1,2,2,2,2,2,2,1,1,1,1,1
108,0.6786,12/13/13 0:46,12/13/13 0:52,6,1,1,2,14,1,0,2,1,1,1,1,1,1,1,1,2,9,4,4,4,4,4,1,4,4,4,4,1,4,4,1,4,4,9,2,6,1,9,2,7,1,9,10,9,9,3,1,1,1,2,2,1,2,2,2,#NULL!,#NULL!,2,#NULL!,#NULL!,1,2,2,1,2,1,2,#NULL!,#NULL!,2,#NULL!,2,4,4,4,4,4,4,4,#NULL!,#NULL!,4,#NULL!,#NULL!,4,4,4,4,4,4,4,4,#NULL!,#NULL!,4,#NULL!,4,4,4,1,1,1,1,1,1,1,4,4,4,4,4,4,2,2,2,2,1
111,0.9787,12/13/13 0:50,12/13/13 1:11,20,1,1,4,8,1,0,4,2,2,1,1,2,2,1,1,1,10,3,1,3,2,2,2,2,3,4,4,3,1,4,4,4,4,8,2,7,1,9,2,7,1,11,10,9,9,2,2,1,2,2,2,2,2,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,2,2,2,2,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,4,1,3,3,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,2,4,4,4,4,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,3,4,2,1,1,2,2,2,1,2,2,1,1,1,1,1,1,1,2,1
112,0.9563,12/13/13 0:52,12/13/13 13:14,742,1,1,3,10,2,1,4,1,1,3,2,2,1,1,1,3,10,2,3,3,2,4,2,4,4,4,1,4,4,4,2,4,4,8,2,6,1,#NULL!,#NULL!,#NULL!,#NULL!,10,#NULL!,9,9,3,2,1,1,2,1,2,2,1,1,#NULL!,2,#NULL!,#NULL!,1,1,2,2,2,2,1,1,#NULL!,#NULL!,#NULL!,#NULL!,1,4,4,4,4,4,4,-1,#NULL!,4,#NULL!,#NULL!,4,4,4,4,4,4,4,4,4,#NULL!,#NULL!,#NULL!,#NULL!,4,4,4,2,2,2,2,2,2,2,2,2,1,1,1,1,3,3,2,2,1
113,1.1480,12/13/13 0:52,12/13/13 1:02,9,1,1,2,9,1,0,2,2,2,1,1,1,1,1,1,1,9,2,4,3,3,4,1,3,4,4,2,4,2,4,2,2,4,9,2,6,1,10,2,8,1,9,10,9,9,3,1,1,1,2,2,2,2,2,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,2,2,2,2,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,4,4,4,4,4,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,2,4,4,4,4,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,4,3,3,1,2,3,3,1,2,1,3,4,1,1,1,1,1,1,1
127,0.6073,12/13/13 1:13,12/13/13 1:18,5,1,1,2,15,2,0,2,2,2,2,2,2,2,2,2,2,9,1,1,4,1,2,3,3,3,3,-1,1,2,4,4,4,4,8,2,6,1,9,2,7,1,10,10,9,9,3,1,1,2,2,2,2,2,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,2,2,2,2,2,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,4,4,4,4,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,4,4,4,4,4,4,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,1
144,0.5529,12/13/13 1:49,12/13/13 2:01,11,1,1,1,7,2,1,2,3,2,2,1,2,1,1,2,1,10,4,4,2,2,3,1,1,4,4,2,1,1,4,3,3,4,9,2,7,1,9,2,6,1,10,9,9,9,2,2,1,2,2,1,1,2,2,#NULL!,#NULL!,2,2,#NULL!,#NULL!,2,2,2,2,2,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,2,4,2,4,4,4,#NULL!,#NULL!,4,4,#NULL!,#NULL!,4,3,4,4,4,4,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,4,4,2,2,2,2,2,1,1,2,2,4,4,4,4,2,1,1,2,1
145,2.1242,12/13/13 1:50,12/13/13 1:57,7,1,1,2,9,1,0,2,1,1,1,1,1,1,1,1,1,9,3,2,4,2,4,2,3,4,4,3,3,2,4,3,4,4,8,2,6,1,9,2,7,1,10,10,9,9,3,1,1,2,2,2,2,2,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,2,2,2,2,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,4,4,4,4,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,4,4,4,4,4,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,4,1,1,1,1,1,1,1,2,2,2,1,1,1,2,2,2,2,1
156,0.7472,12/13/13 2:13,12/13/13 2:20,7,1,1,2,9,1,1,3,3,2,1,1,1,1,1,1,1,8,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,9,2,6,1,10,2,7,1,9,9,9,9,2,2,1,1,1,1,1,2,2,1,1,1,1,#NULL!,#NULL!,2,2,2,2,2,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,3,4,3,4,4,4,4,4,4,4,#NULL!,#NULL!,4,3,4,4,4,4,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,4,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,1
163,0.5192,12/13/13 2:39,12/13/13 2:46,7,1,1,3,13,1,0,3,2,1,3,2,1,1,1,1,1,10,2,3,2,1,4,2,3,3,4,2,2,2,4,3,3,4,10,2,7,1,9,2,8,1,9,11,9,9,3,1,1,2,2,2,1,2,2,#NULL!,#NULL!,#NULL!,2,#NULL!,#NULL!,2,2,2,2,2,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,4,4,4,4,4,#NULL!,#NULL!,#NULL!,3,#NULL!,#NULL!,4,2,4,4,4,4,-1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,3,4,2,3,2,1,2,2,1,4,3,1,4,3,1,2,1,2,2,1
164,0.3634,12/13/13 2:42,12/17/13 18:19,6697,1,1,1,17,1,0,1,3,3,1,1,1,1,1,1,1,7,4,-1,4,4,4,4,4,3,4,4,4,4,4,4,4,4,#NULL!,#NULL!,#NULL!,#NULL!,9,2,5,1,#NULL!,8,9,9,3,1,1,1,1,2,2,1,2,1,1,#NULL!,#NULL!,1,#NULL!,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,#NULL!,#NULL!,4,#NULL!,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6
