CaseID,weight,tm_start,tm_finish,duration,Xspanish,Have children?,How many children?,child age,child gender,How many children under 6,ChildrenHH,parent: sleep quality,child: sleep quality,parent: imp_mood,parent: imp_health,parent: imp_performance,child: imp_mood,child: imp_health,child: imp_performance,child: imp_behavior,necessary hours of sleep,parent: oft_bath,parent: oft_music,parent: oft_alcohol,parent: oft_read,parent: oft_yoga,parent: oft_TV,parent: oft_online,parent: oft_over-counter meds,parent: oft_prescription meds,child: oft_bath,child: oft_music,child: oft_read,child: oft_yoga,child: oft_TV,child: oft_online,child: oft_meds,bedtime: school,AM or PM,wake-up: school,AM or PM,bedtime: non-school,AM or PM,wake-up: non-school,AM or PM,actual bedtime: school,actual bedtime: non-school,sleep_hours: school,sleep_hours: nonschool,sleep arrangement,wake-up at night,sleep in school,parent: BR_TV,parent: BR_computer,parent: BR_tablet,parent: BR_cellphone,parent: BR_game,parent: BR_MP3,parent: off_TV,parent: off_computer,parent: off_tablet,parent: off_cell,parent: off_game,parent: off_mp3,child: BR_TV,child: BR_computer,child: BR_tablet,child: BR_cell,child: BR_game,child: BR_MP3,child: off_TV,child: off_computer,child: off_tablet,child: off_cell,child: off_game,child: off_mp3,parent: difficult_evening,parent: difficult_pets,parent: difficult_in-noise,parent: difficult_out-noise,parent: difficult_temperature,parent: difficult_light,diffTVpar,diffcomppar,difftabletpar,diffcellpar,diffvideopar,diffmp3par,diffHWchild,diffeveningchild,diffpetschild,diffinnoisechild,diffoutnoisechild,difftempchild,difflightchild,diffTVchild,diffcompchild,difftabletchild,diffcellchild,diffvideochild,diffmp3child,parent: texts/emails,child: texts/emails,parent: regular meal time,parent: regular bedtime,parent: regular wake-up time,child: reg breakfast time,child: reg evening meal time,child: regular bedtime,child: reg wake-up time,rules_bedtime,rules_TV,rules_caffeine,rules_phone,rules_computer/tablet,rules_games,impact_performance,impact_mood,impact_behavior,impact_quality of life,marital status
1460,0.4583,12/21/13 18:21,12/21/13 18:48,27,2,1,1,15,2,0,1,1,1,1,1,1,1,1,1,1,9,1,4,4,3,4,4,4,4,4,1,1,4,4,4,4,4,10,2,7,1,11,2,10,1,9,11,8,10,3,2,1,2,2,2,1,2,2,#NULL!,#NULL!,#NULL!,2,#NULL!,#NULL!,2,2,2,1,2,2,#NULL!,#NULL!,#NULL!,2,#NULL!,#NULL!,4,4,4,4,4,4,#NULL!,#NULL!,#NULL!,4,#NULL!,#NULL!,4,4,4,3,4,4,4,#NULL!,#NULL!,#NULL!,4,#NULL!,#NULL!,4,3,2,1,1,1,1,2,2,4,4,4,4,4,4,2,2,2,2,1
1471,0.2864,12/21/13 20:18,12/21/13 20:28,10,1,1,1,11,2,2,3,3,2,1,1,1,1,1,1,1,10,3,3,4,2,4,2,3,4,4,1,1,2,4,3,4,4,10,2,7,1,11,2,11,1,9,12,8,10,3,2,1,1,2,1,1,2,2,1,#NULL!,2,1,#NULL!,#NULL!,1,2,2,2,2,2,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,3,4,2,4,3,3,4,#NULL!,4,4,#NULL!,#NULL!,3,3,4,4,4,4,4,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,4,3,2,3,1,3,1,1,2,2,1,1,1,1,2,2,2,2,1
1510,0.9600,12/22/13 3:12,12/22/13 3:39,26,1,1,2,13,2,0,2,2,2,2,2,2,2,2,2,2,9,4,3,4,1,4,2,1,4,4,3,2,2,4,2,2,4,10,2,7,1,10,2,9,1,9,11,8,10,3,1,1,1,1,1,1,2,2,2,1,1,1,#NULL!,#NULL!,1,1,2,1,2,2,2,2,#NULL!,2,#NULL!,#NULL!,1,2,3,4,4,4,4,4,4,4,#NULL!,#NULL!,2,3,4,4,4,4,4,4,2,#NULL!,2,#NULL!,#NULL!,4,4,3,3,2,2,3,3,2,2,2,4,2,2,2,1,1,1,1,1
1522,0.8445,12/22/13 5:36,12/22/13 5:49,13,1,1,2,14,1,0,2,3,2,1,1,1,1,1,1,1,11,2,2,3,1,2,1,1,2,2,1,1,1,4,1,1,4,10,2,7,1,11,2,9,1,9,10,8,10,3,1,2,1,1,1,1,2,1,2,1,1,2,#NULL!,1,2,1,1,1,2,1,#NULL!,1,1,1,#NULL!,1,2,1,1,4,2,4,1,4,1,1,#NULL!,1,2,2,4,4,4,4,4,#NULL!,2,1,4,#NULL!,1,1,4,1,1,1,1,1,1,1,2,2,1,1,2,2,2,1,1,1,1
1524,0.2723,12/22/13 5:51,12/22/13 6:17,26,1,1,1,17,2,0,1,2,1,1,1,1,1,1,1,1,8,1,3,4,3,4,3,4,4,4,1,4,4,4,4,4,4,10,2,6,1,12,1,10,1,8,10,8,10,3,2,1,1,1,1,1,2,2,1,1,2,2,#NULL!,#NULL!,1,1,1,1,1,1,1,1,2,2,1,1,4,4,4,4,3,4,4,4,4,4,#NULL!,#NULL!,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,1,1,1,3,1,1,2,2,4,3,1,1,3,3,3,3,6
1530,2.2214,12/22/13 13:17,12/22/13 15:17,119,2,1,1,13,2,0,1,2,1,2,1,2,1,1,1,2,6,1,2,4,3,4,2,2,4,4,1,1,1,4,1,1,4,9,2,7,1,11,2,10,1,10,11,8,10,3,2,1,1,2,1,1,2,2,1,#NULL!,1,2,#NULL!,#NULL!,1,1,1,1,2,2,1,1,1,2,#NULL!,#NULL!,4,4,4,4,4,4,4,#NULL!,4,4,#NULL!,#NULL!,4,4,4,4,4,4,4,4,4,4,4,#NULL!,#NULL!,3,4,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3,2,1
2,0.5253,12/12/13 22:04,12/20/13 4:27,10462,1,1,1,8,1,1,2,1,1,1,1,1,1,1,1,1,9,1,3,4,2,4,2,2,4,4,1,3,2,4,2,4,4,9,2,7,1,12,1,10,1,10,10,9,10,3,1,1,2,2,1,1,2,2,#NULL!,#NULL!,1,2,#NULL!,#NULL!,2,2,2,2,2,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,4,4,4,2,4,#NULL!,#NULL!,3,4,#NULL!,#NULL!,4,4,4,4,4,4,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,4,1,2,2,2,1,2,2,1,1,2,1,1,2,3,3,3,3,1
5,0.7240,12/12/13 22:07,12/12/13 22:16,9,1,1,1,9,1,1,2,2,1,1,1,1,1,1,1,1,9,2,4,4,3,4,1,2,3,4,3,4,4,4,4,4,4,9,2,6,1,10,2,8,1,9,10,9,10,3,1,1,1,1,2,1,2,2,2,1,#NULL!,1,#NULL!,#NULL!,2,2,2,2,2,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,3,4,4,4,4,4,4,4,#NULL!,4,#NULL!,#NULL!,4,3,4,4,4,4,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,4,1,2,2,2,1,2,2,1,1,1,1,1,1,2,2,2,2,5
21,0.6259,12/12/13 22:24,12/12/13 22:35,10,1,1,2,7,1,0,2,3,2,1,1,1,1,1,1,1,10,1,1,4,1,1,2,4,4,4,4,3,4,4,4,4,4,8,2,6,1,10,2,9,1,10,11,9,10,2,1,1,1,2,1,1,2,1,1,#NULL!,1,1,#NULL!,1,2,2,1,2,2,2,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,3,4,4,4,4,4,4,#NULL!,4,4,#NULL!,4,3,4,4,4,4,4,3,#NULL!,#NULL!,4,#NULL!,#NULL!,#NULL!,3,4,3,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1
83,1.4115,12/12/13 23:57,12/13/13 0:08,10,1,1,2,13,1,0,2,2,3,1,1,1,2,2,2,2,10,2,3,4,1,2,1,4,4,4,2,1,-1,2,1,4,4,10,2,8,1,11,2,9,1,10,10,9,10,3,2,1,1,2,2,2,1,1,2,#NULL!,#NULL!,#NULL!,1,1,1,2,2,2,1,1,2,#NULL!,#NULL!,#NULL!,1,1,4,4,3,2,3,4,4,#NULL!,#NULL!,#NULL!,3,3,4,-1,4,3,3,3,4,3,#NULL!,#NULL!,#NULL!,-1,4,4,4,2,2,1,1,2,2,1,2,2,1,1,1,2,2,2,2,2,1
88,0.4781,12/13/13 0:02,12/19/13 3:16,8833,1,1,2,7,2,0,2,3,2,2,2,2,2,2,2,2,10,4,4,3,3,4,1,2,4,4,4,4,1,4,2,4,4,9,2,7,1,9,2,9,1,10,12,9,10,3,1,1,1,2,1,1,2,2,1,#NULL!,1,1,#NULL!,#NULL!,2,2,2,2,2,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,4,3,4,3,4,4,#NULL!,4,4,#NULL!,#NULL!,4,4,4,4,4,4,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,4,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,3
100,0.3942,12/13/13 0:29,12/13/13 1:46,76,1,1,1,8,1,0,1,2,1,2,2,1,1,1,1,1,8,1,1,3,3,2,1,1,4,4,1,3,2,4,4,4,4,8,2,7,1,10,2,9,1,11,11,9,10,2,3,1,1,2,1,2,2,1,2,#NULL!,2,#NULL!,#NULL!,1,1,2,1,2,1,1,2,#NULL!,2,#NULL!,1,1,4,4,4,4,4,4,4,#NULL!,4,#NULL!,#NULL!,4,4,4,4,4,4,4,4,4,#NULL!,4,#NULL!,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3
129,0.8757,12/13/13 1:16,12/13/13 1:22,5,1,1,1,11,2,0,1,2,2,2,1,2,1,1,1,1,8,3,3,3,4,4,2,2,4,4,3,3,3,4,2,3,4,9,2,7,1,10,2,7,1,10,9,9,10,3,2,1,2,2,2,2,2,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,2,2,2,2,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,4,4,4,4,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,3,4,4,4,4,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1
154,0.3315,12/13/13 2:03,12/13/13 2:19,15,1,1,1,6,2,2,3,3,2,1,1,1,1,1,1,1,11,3,4,4,1,4,2,1,4,4,3,3,1,4,4,4,4,9,2,8,1,11,2,9,1,11,10,9,10,2,2,2,2,2,1,2,2,2,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,2,2,2,2,2,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,4,3,4,2,4,#NULL!,#NULL!,3,#NULL!,#NULL!,#NULL!,4,2,4,4,4,4,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,4,2,3,2,2,2,2,2,1,2,1,1,1,1,2,2,2,2,1
159,0.7647,12/13/13 2:18,12/13/13 2:26,8,1,1,1,10,2,0,1,2,1,1,1,1,1,1,1,1,9,4,4,4,2,4,2,4,4,4,4,4,4,4,2,4,4,10,2,8,1,10,2,9,1,10,11,9,10,3,2,1,1,1,1,1,2,2,1,1,1,2,#NULL!,#NULL!,1,2,1,2,2,2,1,#NULL!,1,#NULL!,#NULL!,#NULL!,4,4,3,4,1,4,3,4,4,4,#NULL!,#NULL!,4,4,4,4,4,4,4,4,#NULL!,4,#NULL!,#NULL!,#NULL!,4,4,3,1,1,1,3,1,1,2,1,4,4,1,1,3,1,2,3,1
178,1.0559,12/13/13 3:15,12/13/13 3:22,6,1,1,2,7,1,1,3,2,1,2,2,2,2,2,2,2,9,2,4,4,1,3,3,4,2,4,2,4,2,4,4,4,4,9,2,6,1,10,2,8,1,9,10,9,10,2,1,2,1,2,2,2,2,2,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,2,2,2,2,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,4,4,4,4,4,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,3,4,4,4,4,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,4,1,2,2,2,2,2,2,2,2,4,4,4,4,2,2,2,2,1
194,0.1058,12/13/13 3:45,12/13/13 3:58,12,1,1,1,16,1,0,1,3,1,1,2,2,1,2,2,2,9,3,4,4,1,4,1,4,2,2,1,1,2,4,1,2,3,10,2,7,1,12,2,10,1,9,10,9,10,3,1,1,1,2,2,2,2,2,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,2,1,2,1,1,2,#NULL!,1,#NULL!,1,2,4,4,3,2,2,4,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,4,4,4,4,4,4,4,#NULL!,3,#NULL!,3,4,4,4,2,2,2,2,2,2,2,1,1,1,2,1,2,2,2,2,2,5
232,0.1866,12/13/13 6:27,12/13/13 7:09,42,1,1,1,8,1,0,1,2,2,1,1,1,1,1,1,1,9,2,2,4,2,4,2,4,4,4,2,2,2,4,2,4,4,9,2,6,1,9,2,8,1,9,11,9,10,3,1,1,1,2,2,2,2,1,1,#NULL!,#NULL!,#NULL!,#NULL!,1,1,2,2,2,2,1,1,#NULL!,#NULL!,#NULL!,#NULL!,1,4,1,4,4,4,4,4,#NULL!,#NULL!,#NULL!,#NULL!,4,1,3,1,3,3,4,4,2,#NULL!,#NULL!,#NULL!,#NULL!,4,3,3,2,2,2,2,2,2,2,3,3,3,3,3,3,1,1,1,1,6
241,2.0623,12/13/13 9:07,12/13/13 9:18,11,1,1,4,11,1,0,4,2,1,1,1,1,1,1,1,1,9,1,3,3,2,3,3,3,4,4,2,2,2,4,4,4,4,9,2,7,1,10,2,8,1,10,10,9,10,2,1,1,2,2,1,1,2,2,#NULL!,#NULL!,1,1,#NULL!,#NULL!,2,2,2,2,2,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,3,4,4,4,4,4,#NULL!,#NULL!,4,4,#NULL!,#NULL!,3,3,4,4,4,4,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,4,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1
242,0.6828,12/13/13 9:34,12/14/13 9:18,1424,1,1,1,12,2,0,1,2,1,1,1,1,1,1,1,1,10,4,4,4,2,4,2,2,2,1,3,2,2,4,2,2,3,9,2,7,1,11,2,9,1,10,10,9,10,2,2,1,2,2,1,2,1,1,#NULL!,#NULL!,2,#NULL!,1,2,2,2,1,2,1,1,#NULL!,#NULL!,2,#NULL!,1,2,2,3,4,4,2,3,#NULL!,#NULL!,4,#NULL!,4,4,3,2,4,4,4,2,3,#NULL!,#NULL!,4,#NULL!,3,3,4,4,1,1,1,1,1,2,2,2,3,2,4,2,2,2,1,1,1,1
257,1.8563,12/13/13 12:58,12/13/13 13:05,6,1,1,2,6,2,0,2,1,1,1,1,1,1,1,1,1,8,2,3,3,3,4,1,1,4,2,1,4,2,4,2,4,4,9,2,7,1,10,2,8,1,10,10,9,10,2,1,1,1,2,1,1,2,2,2,#NULL!,1,2,#NULL!,#NULL!,1,2,2,2,1,2,2,#NULL!,#NULL!,#NULL!,1,#NULL!,2,4,2,4,3,4,4,#NULL!,4,4,#NULL!,#NULL!,4,3,3,3,4,4,4,4,#NULL!,#NULL!,#NULL!,4,#NULL!,4,4,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1
268,0.3274,12/13/13 13:25,12/13/13 13:33,7,1,1,1,9,2,0,1,2,2,2,2,2,2,2,2,3,8,2,2,2,2,3,2,3,3,4,3,1,1,3,2,3,4,9,2,7,1,10,2,8,1,10,10,9,10,3,2,1,1,2,1,1,2,1,2,#NULL!,1,2,#NULL!,1,2,2,2,2,2,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,3,2,3,4,4,4,4,#NULL!,4,4,#NULL!,4,4,3,3,3,4,4,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,3,4,1,2,2,2,1,2,2,2,4,1,4,4,4,2,2,3,2,1
294,2.0109,12/13/13 14:50,12/13/13 15:02,11,1,1,1,6,1,0,1,3,1,1,1,1,1,1,1,1,10,3,3,4,4,4,1,1,4,4,2,4,1,4,4,4,4,9,2,7,1,9,2,9,1,10,12,9,10,3,2,1,2,2,1,1,2,2,#NULL!,#NULL!,2,2,#NULL!,#NULL!,2,2,2,2,2,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,4,4,4,4,4,#NULL!,#NULL!,4,4,#NULL!,#NULL!,4,4,4,4,4,4,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,4,2,2,2,2,2,2,2,3,2,1,1,1,1,2,2,2,2,1
303,0.8273,12/13/13 15:45,12/13/13 15:53,8,1,1,1,7,2,0,1,2,1,2,2,2,1,2,2,1,9,4,4,4,1,4,4,4,4,4,4,4,1,4,4,4,4,8,2,6,1,9,2,8,1,10,11,9,10,1,1,1,2,1,2,1,1,1,#NULL!,1,#NULL!,1,1,1,2,1,1,2,1,1,#NULL!,1,1,#NULL!,1,2,4,4,4,4,4,4,#NULL!,4,#NULL!,4,4,4,4,4,4,4,4,4,4,#NULL!,4,4,#NULL!,4,4,4,4,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,3
306,0.2912,12/13/13 15:57,12/13/13 16:03,6,1,1,1,7,1,0,1,1,1,2,2,2,2,2,2,2,10,4,4,4,2,4,4,3,4,4,4,4,3,4,4,4,4,8,2,6,1,9,2,7,1,10,10,9,10,3,2,1,2,2,2,2,2,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,2,2,2,2,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,3,3,4,4,4,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,3,4,4,4,4,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,4,1,2,2,1,1,2,2,2,2,1,1,1,1,2,2,2,2,1
307,0.4818,12/13/13 16:03,12/16/13 3:08,3545,1,1,2,8,2,1,3,2,1,3,2,3,2,2,2,2,9,4,4,4,4,4,4,-1,4,4,2,4,1,3,4,4,4,9,2,6,1,10,2,8,1,9,10,9,10,2,1,1,1,1,2,1,1,1,1,1,#NULL!,2,1,1,2,2,2,2,2,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,4,4,4,4,4,4,4,#NULL!,4,4,4,4,3,4,2,4,4,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,4,3,3,2,2,2,2,2,2,1,1,1,1,1,3,2,2,2,1
320,0.3904,12/13/13 16:58,12/13/13 17:13,15,1,1,2,11,1,0,2,2,3,1,1,1,1,1,1,1,10,4,3,2,1,4,1,2,4,1,4,1,3,4,1,4,4,9,2,7,1,10,2,9,1,10,11,9,10,2,1,1,1,1,2,1,2,2,1,1,#NULL!,2,#NULL!,#NULL!,1,2,2,2,2,2,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,3,2,4,4,4,4,4,#NULL!,4,#NULL!,#NULL!,3,4,4,4,4,4,4,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1
329,1.2731,12/13/13 18:50,12/13/13 19:03,12,1,1,2,16,1,0,2,3,1,1,1,1,1,1,1,1,9,2,4,4,4,4,1,2,3,3,2,2,3,4,1,1,4,11,2,8,1,12,1,10,1,9,10,9,10,3,2,2,1,2,1,1,2,1,2,#NULL!,2,2,#NULL!,1,1,2,1,1,1,1,2,#NULL!,2,2,1,1,1,2,3,4,4,4,3,#NULL!,4,4,#NULL!,4,4,1,4,3,3,4,4,3,#NULL!,2,4,4,4,2,1,3,3,3,3,3,3,3,4,4,4,4,4,4,3,2,2,2,1
339,0.6225,12/13/13 19:41,12/13/13 19:47,6,1,1,1,8,2,0,1,2,2,2,2,2,2,2,2,2,9,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,9,2,7,1,9,2,8,1,10,11,9,10,3,1,1,1,2,2,2,2,2,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,2,2,2,2,1,1,#NULL!,#NULL!,#NULL!,#NULL!,1,4,4,4,4,4,4,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,4,4,4,4,4,4,4,#NULL!,#NULL!,#NULL!,#NULL!,4,4,4,1,1,1,1,1,2,2,2,4,4,4,4,4,2,2,2,2,1
340,0.5070,12/13/13 19:43,12/13/13 19:53,10,1,1,2,12,2,0,2,3,1,2,2,2,2,2,2,2,9,2,2,3,1,3,2,2,1,4,2,2,2,4,3,2,4,9,2,6,1,10,2,8,1,9,10,9,10,3,2,2,1,1,1,1,2,1,1,1,1,2,#NULL!,1,1,1,1,1,1,1,1,1,1,2,1,1,4,3,2,4,1,4,4,4,4,4,#NULL!,4,2,3,4,4,4,4,4,4,4,4,4,4,-1,4,4,3,3,2,2,3,2,2,2,3,2,2,3,2,2,1,2,2,5
344,0.4816,12/13/13 20:23,12/13/13 20:42,18,1,1,2,11,1,0,2,2,1,2,2,1,2,2,1,2,8,4,4,4,2,4,4,4,4,4,4,4,1,4,4,4,4,9,2,6,1,10,2,9,1,9,11,9,10,3,1,1,1,2,2,2,2,2,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,2,1,2,2,2,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,2,4,4,4,4,4,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,2,4,4,4,4,4,#NULL!,#NULL!,4,#NULL!,#NULL!,#NULL!,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1
362,0.2216,12/13/13 21:52,12/13/13 22:51,58,1,1,1,11,1,0,1,2,1,2,3,2,2,3,1,1,9,4,4,4,2,4,2,2,4,4,1,4,3,4,2,4,4,8,2,7,1,11,2,9,1,11,10,9,10,3,2,1,1,1,1,2,2,2,2,2,2,#NULL!,#NULL!,#NULL!,2,2,1,2,2,2,#NULL!,#NULL!,2,#NULL!,#NULL!,#NULL!,3,4,2,4,4,4,2,4,4,#NULL!,#NULL!,#NULL!,2,3,4,4,3,4,4,#NULL!,#NULL!,4,#NULL!,#NULL!,#NULL!,2,4,2,2,2,2,2,2,2,2,1,3,1,1,1,1,1,1,2,1
363,0.5168,12/13/13 22:02,12/13/13 22:10,7,1,1,2,10,2,1,3,2,1,1,1,1,1,1,1,1,10,3,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,9,2,6,1,11,2,9,1,9,10,9,10,3,1,1,1,2,2,1,2,1,2,#NULL!,#NULL!,2,#NULL!,1,2,2,1,2,2,2,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,4,4,4,4,4,4,4,#NULL!,#NULL!,4,#NULL!,4,4,4,4,4,4,4,4,#NULL!,#NULL!,3,#NULL!,#NULL!,#NULL!,4,4,1,1,1,1,1,1,1,3,2,4,1,2,1,2,1,2,2,1
389,1.4591,12/14/13 1:23,12/20/13 3:39,8776,1,1,2,6,2,0,2,3,2,1,1,1,1,1,1,1,10,2,2,2,2,3,1,1,2,1,1,4,4,4,1,4,4,7,2,6,1,8,2,10,1,11,14,9,10,3,2,1,1,1,1,1,1,1,2,2,1,2,1,1,1,2,2,2,2,2,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,3,3,2,2,2,4,3,4,4,4,4,4,3,4,3,4,2,2,4,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,4,2,2,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,6
392,0.7220,12/14/13 1:50,12/14/13 1:57,7,1,1,2,11,2,0,2,1,1,3,2,3,2,2,2,1,9,2,2,2,3,4,2,2,4,4,3,2,3,4,2,2,4,9,2,6,1,11,2,9,1,9,10,9,10,3,2,1,1,2,2,2,2,2,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,2,2,2,2,1,2,#NULL!,#NULL!,#NULL!,#NULL!,1,4,4,4,4,4,4,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,4,4,4,4,4,4,4,#NULL!,#NULL!,#NULL!,#NULL!,4,4,4,1,1,1,1,1,2,2,1,2,1,1,1,1,2,1,1,1,1
395,1.4599,12/14/13 2:16,12/14/13 2:27,11,1,1,2,10,1,1,3,2,1,1,1,1,1,1,1,1,9,4,4,3,2,4,2,4,4,4,4,4,2,4,4,4,4,9,2,7,1,11,2,9,1,10,10,9,10,2,1,1,1,1,1,1,2,1,1,1,2,2,#NULL!,1,1,1,2,2,1,1,2,1,#NULL!,#NULL!,1,1,4,4,4,4,4,4,4,4,4,4,#NULL!,4,4,4,4,4,4,4,4,4,4,#NULL!,#NULL!,4,4,4,4,2,2,2,2,2,2,2,2,2,1,2,2,2,3,2,3,3,1
435,0.8168,12/14/13 7:51,12/14/13 8:11,20,1,1,1,13,2,0,1,4,3,2,1,2,2,1,1,2,10,4,4,4,4,4,1,1,4,4,3,1,2,4,1,2,4,9,2,7,1,10,2,10,1,10,12,9,10,3,2,1,1,2,1,2,2,2,1,#NULL!,2,#NULL!,#NULL!,#NULL!,2,2,1,2,2,2,#NULL!,#NULL!,2,#NULL!,#NULL!,#NULL!,4,4,3,4,1,4,4,#NULL!,4,#NULL!,#NULL!,#NULL!,4,4,4,3,4,4,4,#NULL!,#NULL!,4,#NULL!,#NULL!,#NULL!,4,4,2,2,1,2,2,2,2,2,2,1,1,1,1,3,2,3,3,3
450,0.4028,12/14/13 15:53,12/14/13 16:08,15,1,1,3,13,1,1,4,4,2,2,2,2,1,2,2,2,10,2,2,4,2,2,2,4,4,4,3,4,1,4,3,4,4,9,2,6,1,9,2,8,1,9,11,9,10,2,2,1,1,1,1,1,2,1,1,1,2,2,#NULL!,1,2,2,2,2,2,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,3,2,2,4,3,3,4,4,4,3,#NULL!,4,4,3,4,4,4,4,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,4,3,1,1,1,3,1,1,2,4,4,2,2,2,2,1,2,2,1
515,0.6202,12/15/13 4:02,12/15/13 4:13,10,1,1,2,11,1,0,2,2,2,2,2,1,1,1,1,1,9,2,3,3,1,2,2,2,4,4,2,3,1,3,4,4,4,9,2,7,1,10,2,8,1,10,10,9,10,3,2,2,1,1,2,1,2,2,1,1,#NULL!,1,#NULL!,#NULL!,2,2,2,2,2,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,3,2,4,3,4,4,4,4,#NULL!,4,#NULL!,#NULL!,4,3,3,4,4,4,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,4,4,1,2,2,2,1,2,2,2,1,1,1,1,1,2,1,1,2,1
520,1.8342,12/15/13 11:40,12/15/13 11:46,5,1,1,3,12,2,0,3,2,1,1,1,1,1,1,1,1,9,3,2,4,2,4,1,4,4,4,3,3,2,4,4,4,4,9,2,6,1,9,2,7,1,9,10,9,10,2,1,1,2,2,2,1,2,1,#NULL!,#NULL!,#NULL!,2,#NULL!,2,2,2,2,1,2,2,#NULL!,#NULL!,#NULL!,2,#NULL!,#NULL!,4,4,4,4,3,4,#NULL!,#NULL!,#NULL!,4,#NULL!,4,4,4,4,4,4,3,4,#NULL!,#NULL!,#NULL!,4,#NULL!,#NULL!,1,4,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,5
